date,hotelid,hotelname,price,resid,planid,pref,city,GA,device,ref
2023/12/5,S130168,ロッテシティホテル錦糸町,11000,2486960731,3489203-26182149-8465036-15318511,Saitama,Toda,GA100137919.1690968854,desktop,google / cpc
2023/10/30,S130168,ロッテシティホテル錦糸町,9900,2486832825,3494735-26333587-8477579-15449864,Saitama,Asaka,GA100137919.1690968854,desktop,(direct) / (none)
2023/11/14,S270133,ダイワロイネットホテル堺東,7409,2486881167,3488517-26144932-8463366-15285612,Kyoto,Kyoto,GA1002086655.1678726656,desktop,tripadvisor / referral
2023/10/28,S230320,名鉄イン名古屋駅新幹線口,7179,2486802992,3448616-25148691-8261630-14518472,Kyoto,Kyoto,GA1002086655.1678726656,desktop,tripadvisor / referral
2023/12/14,S230299,リッチモンドホテル名古屋新幹線口,8819,2487018455,3448616-25148684-8261630-14518465,Kyoto,Kyoto,GA1002086655.1678726656,desktop,tripadvisor / referral
2023/10/28,S230320,名鉄イン名古屋駅新幹線口,11359,2486802956,3448616-25148691-8261630-14518472,Kyoto,Kyoto,GA1002086655.1678726656,desktop,tripadvisor / referral
2023/12/14,S230299,リッチモンドホテル名古屋新幹線口,6619,2487018443,3448616-25148684-8261630-14518465,Kyoto,Kyoto,GA1002086655.1678726656,desktop,tripadvisor / referral
2023/10/27,S230324,ダイワロイネットホテル名古屋太閤通口,7929,2486803257,3448616-25230775-8261630-14572141,Kyoto,Kyoto,GA1002086655.1678726656,desktop,tripadvisor / referral
2023/10/27,S120083,ホテルフランクス,16940,2486809498,3492889-26315445-8472751-15435667,Tokyo,(not set),GA1002741621.1694406337,desktop,yahoo / organic
2023/10/27,S120083,ホテルフランクス,16940,2486809490,3492889-26315445-8472751-15435667,Tokyo,(not set),GA1002741621.1694406337,desktop,yahoo / organic
2023/10/27,S120086,ホテルグリーンタワー幕張,74800,2486809464,3487868-26160706-8462412-15299944,Tokyo,(not set),GA1002741621.1694406337,desktop,yahoo / organic
2023/10/27,S120083,ホテルフランクス,28710,2486809499,3492889-26315441-8472751-15435663,Tokyo,(not set),GA1002741621.1694406337,desktop,yahoo / organic
2023/10/27,S120086,ホテルグリーンタワー幕張,74800,2486809497,3487868-26160706-8462412-15299944,Tokyo,(not set),GA1002741621.1694406337,desktop,yahoo / organic
2023/10/27,S120082,アパホテル＆リゾート〈東京ベイ幕張〉,23400,KA2028980l,0-1000585065-0-1000040745,Tokyo,(not set),GA1002741621.1694406337,desktop,yahoo / organic
2023/10/27,S120082,アパホテル＆リゾート〈東京ベイ幕張〉,23400,KA4028980k,0-1000585065-0-1000040745,Tokyo,(not set),GA1002741621.1694406337,desktop,yahoo / organic
2024/1/4,S131020,ＴＨＥ ＧＡＴＥ ＨＯＴＥＬ 東京 ｂｙＨＵＬＩＣ,44000,2487041587,3489203-26182436-8465036-15318765,(not set),(not set),GA1004500194.1685428287,desktop,tripadvisor / referral
2023/12/8,S130088,ホテルサンルートプラザ新宿,27500,2486993226,3485203-26030812-8450460-15187702,Taipei City,(not set),GA1004500194.1685428287,desktop,tripadvisor / referral
2024/1/9,S130763,レム六本木,20800,2487069347,3486622-26008837-8453853-15169618,(not set),(not set),GA1004500194.1685428287,desktop,tour.ne.jp / referral
2023/12/19,S270062,クロスホテル大阪,63360,2487007751,3497034-26318037-8494703-15438124,(not set),Singapore,GA1004500194.1685428287,desktop,tripadvisor / referral
2023/11/16,S130763,レム六本木,50200,2486887510,3486622-26008837-8453853-15169618,(not set),(not set),GA1004500194.1685428287,desktop,tour.ne.jp / referral
2024/1/9,S130081,京王プラザホテル,52800,2487069112,3499433-26420550-8500636-15518127,(not set),(not set),GA1004500194.1685428287,desktop,kakaku.com / referral
2024/1/9,S130081,京王プラザホテル,97350,2487069100,3499433-26420550-8500636-15518127,(not set),(not set),GA1004500194.1685428287,desktop,kakaku.com / referral
2023/11/16,S130763,レム六本木,63800,2486884118,3486622-26008837-8453853-15169618,Beijing,Beijing,GA1004500194.1685428287,desktop,tour.ne.jp / referral
2023/12/7,S130763,レム六本木,17400,2486998879,3486622-26008837-8453853-15169618,(not set),(not set),GA1004500194.1685428287,desktop,tour.ne.jp / referral
2023/11/27,S130763,レム六本木,17400,2486927598,3486622-26008837-8453853-15169618,(not set),(not set),GA1004500194.1685428287,desktop,tour.ne.jp / referral
2023/11/27,S420010,佐世保ワシントンホテル,16500,2486927474,3467918-25624565-8311389-14869688,Tokyo,(not set),GA1004500194.1685428287,desktop,tripadvisor / referral
2023/12/4,S130088,ホテルサンルートプラザ新宿,103400,2486976808,3485203-26030812-8450460-15187702,Tokyo,(not set),GA1004500194.1685428287,desktop,tour.ne.jp / referral
2023/12/29,S130088,ホテルサンルートプラザ新宿,27100,2487053893,3500586-26501613-8503227-15589658,(not set),(not set),GA1004500194.1685428287,desktop,tripadvisor / referral
2024/1/7,S470047,ホテルグランビュー沖縄,6000,KC3029570r,0-1001610724-0-1000327691,Hokkaido,Ebetsu,GA1004678402.1693392335,desktop,fep.sps-system.com / referral
2023/10/13,S400272,ホテルグランビュー福岡空港,6600,2486756521,3453879-25247026-8275030-14585587,Hokkaido,Ebetsu,GA1004678402.1693392335,desktop,google / cpc
2024/1/3,S470047,ホテルグランビュー沖縄,6600,2487048133,3495847-26354705-8491743-15466291,Hokkaido,Ebetsu,GA1004678402.1693392335,desktop,atrrd.valuecommerce.com / referral
2023/12/11,S400272,ホテルグランビュー福岡空港,6600,2486983294,3453879-25247026-8275030-14585587,Hokkaido,Ebetsu,GA1004678402.1693392335,desktop,atrrd.valuecommerce.com / referral
2024/1/3,S470047,ホテルグランビュー沖縄,6600,2487048177,3495847-26354705-8491743-15466291,Hokkaido,Ebetsu,GA1004678402.1693392335,desktop,atrrd.valuecommerce.com / referral
2023/11/28,S010140,ホテルグレイスリー札幌,21340,2486953593,3490955-26244542-8468940-15373819,Saitama,Asaka,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/12/4,S410003,アパホテル＜佐賀駅南口＞,8000,KA0029345d,0-1000935937-0-1000210214,Saitama,Asaka,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/12/25,S130925,住友不動産ホテル ヴィラフォンテーヌグランド東京有明,26400,2487020531,3501237-26513263-8522310-15600389,Saitama,Asaka,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/11/28,S010868,ワイズホテル旭川駅前,8800,2486953445,3501707-26442025-8523477-15536699,Saitama,Asaka,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/12/13,S130925,住友不動産ホテル ヴィラフォンテーヌグランド東京有明,22000,2486986006,3501237-26513255-8522310-15600381,Saitama,Asaka,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/9/29,S010140,ホテルグレイスリー札幌,15290,2486662752,3453836-25151947-8274883-14521148,Saitama,Fukaya,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/11/7,S130150,ホテルモントレ半蔵門,26580,KA00290947,0-1000968760-0-1000216729,Saitama,Asaka,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/11/17,S010140,ホテルグレイスリー札幌,14740,2486918737,3453836-25151949-8274883-14521150,Saitama,Fukaya,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/10/11,S470100,ホテルマハイナウェルネスリゾートオキナワ,92340,KA8028814f,0-1001278119-0-1000274955,Saitama,Fukaya,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/12/11,S120083,ホテルフランクス,19690,2486981350,3487868-26161183-8462412-15300057,Tochigi,Takanezawa,GA1004702354.1691736774,desktop,atrrd.valuecommerce.com / referral
2023/12/7,S010177,ホテルビスタ札幌［大通］,110000,2486998001,3453835-25106119-8274882-14487702,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/11/26,S010136,ホテルモントレエーデルホフ札幌,180400,2486924964,3453836-25151961-8274883-14521159,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/11/27,S010177,ホテルビスタ札幌［大通］,110000,2486958803,3453835-25106119-8274882-14487702,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/9,S010178,ホテルルートイン札幌中央,17600,2486733816,3453835-25105619-8274882-14487290,Hiroshima,Mihara,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/27,S280066,深山楽亭,70400,2486801176,3499625-26415264-8501124-15513617,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/23,S270500,オリエンタルホテル ユニバーサル・シティ,169620,2486785147,3492431-26281850-8471941-15406382,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/11/17,S120095,東京ディズニーランド（Ｒ）ホテル,168000,2486911762,3496427-26363515-8493234-15473137,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/24,S010192,シャトレーゼ ガトーキングダムサッポロ ホテル＆スパリゾート,22000,2486818874,3490955-26198827-8468940-15333747,Fukuoka,Fukuoka,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/31,S010192,シャトレーゼ ガトーキングダムサッポロ ホテル＆スパリゾート,31900,2486829045,3490955-26198842-8468940-15333762,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/12/24,S300044,ダイワロイネットホテル和歌山,7865,2487021059,3488644-26088484-8463584-15237343,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2024/1/3,S470167,ホテルモントレ沖縄スパ＆リゾート,102300,2487048326,3505583-26605854-8561057-15684778,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/19,S440067,小京都の湯 みくまホテル,28600,2486764728,3489157-26189550-8464956-15325462,Hiroshima,Mihara,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/19,S440067,小京都の湯 みくまホテル,48950,2486764990,3489157-26189560-8464956-15325472,Hiroshima,Mihara,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/11/9,S470516,レクー沖縄北谷スパ＆リゾート,61200,2486876397,3431953-24996473-8126145-14415124,Kyoto,Kyoto,GA1005328759.1678868290,desktop,yahoo / organic
2023/11/9,S470516,レクー沖縄北谷スパ＆リゾート,88700,2486877431,3431953-24997628-8126145-14416212,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/11/9,S470516,レクー沖縄北谷スパ＆リゾート,54600,2486876020,3431953-24997628-8126145-14416212,Kyoto,Kyoto,GA1005328759.1678868290,desktop,yahoo / organic
2023/11/9,S470516,レクー沖縄北谷スパ＆リゾート,98600,2486876798,3431953-24996473-8126145-14415124,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2024/1/3,S470167,ホテルモントレ沖縄スパ＆リゾート,118800,2487048942,3505583-26605849-8561057-15684773,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/24,S010192,シャトレーゼ ガトーキングダムサッポロ ホテル＆スパリゾート,30800,2486819590,3490955-26198832-8468940-15333752,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/27,S280066,深山楽亭,122870,2486801139,3499625-26415264-8501124-15513617,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/11/27,S010132,ニューオータニイン札幌,101200,2486958152,3453836-25151941-8274883-14521142,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2024/1/3,S470167,ホテルモントレ沖縄スパ＆リゾート,306900,2487048626,3505583-26605854-8561057-15684778,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/10/26,S040044,ホテルグランテラス仙台国分町,9350,2486816032,3445723-25178277-8215191-14536575,Kyoto,Kyoto,GA1005328759.1678868290,desktop,tripadvisor / referral
2023/11/15,S130792,東京ガーデンパレス,58410,2486883610,3489203-26182312-8465036-15318661,Yamaguchi,Ube,GA1006544852.1700024121,desktop,tour.ne.jp / referral
2023/11/15,S130792,東京ガーデンパレス,89760,2486883801,3489203-26182315-8465036-15318663,Yamaguchi,Ube,GA1006544852.1700024121,desktop,tour.ne.jp / referral
2023/11/29,S130792,東京ガーデンパレス,140690,2486949051,3489203-26182317-8465036-15318665,Yamaguchi,Yamaguchi,GA1006544852.1700024121,desktop,tour.ne.jp / referral
2023/11/15,S130792,東京ガーデンパレス,66110,2486883839,3489203-26182315-8465036-15318663,Yamaguchi,Ube,GA1006544852.1700024121,desktop,tour.ne.jp / referral
2023/11/29,S130792,東京ガーデンパレス,98340,2486949071,3489203-26182317-8465036-15318665,Yamaguchi,Yamaguchi,GA1006544852.1700024121,desktop,tour.ne.jp / referral
2023/11/30,S010118,リッチモンドホテル帯広駅前,7700,2486948742,3453836-25151594-8274883-14520846,Tokyo,(not set),GA1007875939.1696577738,mobile,rtbhouse / display
2023/11/24,S010183,ホテルライフォート札幌,8800,2486935288,3490955-26200760-8468940-15335558,Hokkaido,Sapporo,GA1007875939.1696577738,mobile,rtbhouse / display
2023/10/26,S010183,ホテルライフォート札幌,5500,2486816008,3490955-26200759-8468940-15335557,Tokyo,(not set),GA1007875939.1696577738,mobile,rtbhouse / display
2023/11/29,S010118,リッチモンドホテル帯広駅前,7260,2486949261,3490955-26205987-8468940-15340296,Tokyo,(not set),GA1007875939.1696577738,mobile,rtbhouse / display
2023/11/2,S010183,ホテルライフォート札幌,5500,2486825378,3490955-26200759-8468940-15335557,Hokkaido,Sapporo,GA1007875939.1696577738,mobile,rtbhouse / display
2023/10/26,S470167,ホテルモントレ沖縄スパ＆リゾート,72050,2486814106,3497774-26390981-8496356-15495007,Jiangsu,Suzhou,GA1007979838.1697446940,desktop,trivago / referral
2023/10/27,S470167,ホテルモントレ沖縄スパ＆リゾート,90200,2486801770,3497774-26390981-8496356-15495007,Jiangsu,Nanjing,GA1007979838.1697446940,desktop,trivago / referral
2023/11/13,S470167,ホテルモントレ沖縄スパ＆リゾート,82500,2486893566,3497774-26391353-8496356-15495299,Jiangsu,Suzhou,GA1007979838.1697446940,desktop,trivago / referral
2023/10/17,S470167,ホテルモントレ沖縄スパ＆リゾート,67650,2486775759,3497774-26390981-8496356-15495007,Jiangsu,Nanjing,GA1007979838.1697446940,desktop,google / organic
2023/10/16,S470167,ホテルモントレ沖縄スパ＆リゾート,67650,2486770283,3497774-26390981-8496356-15495007,(not set),(not set),GA1007979838.1697446940,desktop,trivago / referral
2023/10/23,S120100,ホテルエミオン東京ベイ,98560,2486782350,3485187-26026227-8450443-15185032,Aichi,Nagakute,GA1010330023.1694258055,mobile,google / organic
2023/10/26,S120100,ホテルエミオン東京ベイ,64240,2486814711,3485187-26026202-8450443-15185007,Aichi,Nagakute,GA1010330023.1694258055,mobile,google / cpc
2023/10/9,S120324,ラ・ジェント・ホテル東京ベイ,50160,2486734985,3495742-26349343-8491183-15463130,Aichi,Nagakute,GA1010330023.1694258055,mobile,google / cpc
2023/10/8,S120103,三井ガーデンホテルプラナ東京ベイ,66000,2486731648,3493676-26327665-8474543-15445407,Aichi,Nagakute,GA1010330023.1694258055,mobile,google / cpc
2023/11/29,S210071,十八楼,49500,2486954747,3448390-25414275-8261098-14709678,Aichi,Nagakute,GA1010330023.1694258055,mobile,google / organic
2023/11/30,S400070,原鶴グランドスカイホテル,18700,2486948749,3453879-26411120-8275030-15510495,New Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/10/2,S270131,ヴィアイン心斎橋,11000,2486680017,3451741-25176147-8268830-14534786,Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/10/2,S270131,ヴィアイン心斎橋,9680,2486680330,3451741-25176147-8268830-14534786,Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/11/30,S400070,原鶴グランドスカイホテル,18700,2486948773,3453879-26411118-8275030-15510493,New Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/11/30,S400070,原鶴グランドスカイホテル,18700,2486948743,3453879-26411120-8275030-15510495,New Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/11/30,S400070,原鶴グランドスカイホテル,23100,2486948746,3453879-26411120-8275030-15510495,New Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/12/31,S400070,原鶴グランドスカイホテル,18700,2487054114,3453879-26411118-8275030-15510493,New Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/11/30,S400070,原鶴グランドスカイホテル,18700,2486948745,3453879-26411120-8275030-15510495,New Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/10/2,S270131,ヴィアイン心斎橋,13200,2486680319,3451741-25176147-8268830-14534786,Taipei City,(not set),GA1011364639.1696253936,desktop,kakaku.com / referral
2023/10/4,S260695,Ｒ＆Ｂホテル京都駅八条口,7250,2486718789,3488522-26068738-8463371-15219045,Tokyo,Minato City,GA1012348110.1683593011,desktop,bing / cpc
2023/10/19,S260695,Ｒ＆Ｂホテル京都駅八条口,7250,2486765840,3488522-26068738-8463371-15219045,Tokyo,Minato City,GA1012348110.1683593011,desktop,tour.ne.jp / referral
2023/10/4,S260695,Ｒ＆Ｂホテル京都駅八条口,14500,2486719512,3488522-26068738-8463371-15219045,Tokyo,Minato City,GA1012348110.1683593011,desktop,bing / cpc
2023/10/24,S260508,ヴィアイン京都駅八条口,15180,2486784237,3488522-26179555-8463371-15316229,Tokyo,Minato City,GA1012348110.1683593011,desktop,tour.ne.jp / referral
2023/10/6,S260508,ヴィアイン京都駅八条口,18040,2486708119,3488522-26179555-8463371-15316229,Tokyo,Minato City,GA1012348110.1683593011,desktop,tour.ne.jp / referral
2023/10/25,S130199,ｔｈｅ ｂ 三軒茶屋,18700,2486812145,3488110-26095224-8462690-15242921,Hokkaido,(not set),GA1015452863.1690607345,mobile,rtbhouse / display
2023/9/28,S010140,ホテルグレイスリー札幌,12540,2486661929,3453836-25151942-8274883-14521143,Hokkaido,(not set),GA1015452863.1690607345,mobile,(direct) / (none)
2023/9/28,S010140,ホテルグレイスリー札幌,12540,2486661187,3453836-25151942-8274883-14521143,Hokkaido,(not set),GA1015452863.1690607345,mobile,(direct) / (none)
2023/10/25,S130199,ｔｈｅ ｂ 三軒茶屋,11550,2486812870,3494942-26339826-8478127-15455153,Hokkaido,(not set),GA1015452863.1690607345,mobile,rtbhouse / display
2023/9/29,S010980,ラ・ジェント・ステイ新さっぽろ,6270,2486664366,3492926-26319351-8472813-15439243,Hokkaido,(not set),GA1015452863.1690607345,mobile,(direct) / (none)
2023/9/29,S010155,ロイトン札幌,33510,2486664008,3453836-25152046-8274883-14521222,Hokkaido,(not set),GA1015452863.1690607345,mobile,(direct) / (none)
2023/12/11,S240353,ホテル キャッスルイン伊勢,29700,2486980607,3495845-26303725-8491739-15426310,Aichi,Nagoya,GA1015621758.1702263433,desktop,tripadvisor / referral
2023/12/11,S240353,ホテル キャッスルイン伊勢,19800,2486980722,3495845-26303725-8491739-15426310,Aichi,Nagoya,GA1015621758.1702263433,desktop,tripadvisor / referral
2023/12/11,S240353,ホテル キャッスルイン伊勢,39600,2486980685,3495845-26303725-8491739-15426310,Aichi,Nagoya,GA1015621758.1702263433,desktop,tripadvisor / referral
2023/12/11,S240353,ホテル キャッスルイン伊勢,4950,2486980695,3495845-26303725-8491739-15426310,Aichi,Nagoya,GA1015621758.1702263433,desktop,tripadvisor / referral
2023/12/11,S240353,ホテル キャッスルイン伊勢,19800,2486980680,3495845-26303725-8491739-15426310,Aichi,Nagoya,GA1015621758.1702263433,desktop,tripadvisor / referral
2023/12/11,S240353,ホテル キャッスルイン伊勢,39600,2486980674,3495845-26303725-8491739-15426310,Aichi,Nagoya,GA1015621758.1702263433,desktop,tripadvisor / referral
2023/12/13,S240353,ホテル キャッスルイン伊勢,9900,2487019337,3495845-26303725-8491739-15426310,Aichi,Nagoya,GA1015621758.1702263433,desktop,tripadvisor / referral
2023/11/21,S270319,プレミアムホテルりんくう（Ｔｈｅ ｐｒｅｍｉｕｍ ｈｏｔｅｌ ｉｎ ｒｉｎｋｕ）,4950,KA1029227d,0-1000822313-0-1000184736,Hokkaido,Sapporo,GA1017793787.1688383381,mobile,rtbhouse / display
2023/11/21,S280340,ホテルサンルートソプラ神戸アネッサ,6600,2486902469,3451743-25228954-8268832-14570970,Hokkaido,Sapporo,GA1017793787.1688383381,mobile,rtbhouse / display
2023/10/17,S010218,ホテルグランテラス千歳,4290,2486772988,3453836-25151912-8274883-14521118,Hokkaido,Sapporo,GA1017793787.1688383381,mobile,rtbhouse / display
2023/11/20,S010218,ホテルグランテラス千歳,4290,2486902897,3453836-25151912-8274883-14521118,Hokkaido,Sapporo,GA1017793787.1688383381,mobile,rtbhouse / display
2023/10/17,S010218,ホテルグランテラス千歳,4290,2486772962,3453836-25151912-8274883-14521118,Hokkaido,Sapporo,GA1017793787.1688383381,mobile,rtbhouse / display
2023/11/28,S400308,ホテルＷＢＦグランデ博多,18810,2486952524,3453879-25340046-8275030-14653345,Kanagawa,Kawasaki,GA1017795033.1698558577,desktop,atrrd.valuecommerce.com / referral
