name,title,summary,url,ido,keido
リーガロイヤルホテル東京, リーガロイヤルホテル東京 大隈庭園に隣接する、ヨーロピアン・クラシック調のホテル,リーガロイヤルホテル東京のエントランスを入ると、優雅でヨーロピアンクラシックな空間がお客様をお迎えいたします。ロビーの奥には大隈庭園から差し込む陽光のもとゆっくりとした時間が流れるラウンジ。館内の至るところに配された、450基のシャンデリアとヨーロピアンクラシックにまとめられた内装がお客様のお時間を華やかに演出いたします。どうぞ、至福の時間を十分にご堪能下さいませ。,https://www.ikyu.com/00000089/,35.710326,139.72257
ホテルエミシア札幌, ホテルエミシア札幌 「新札幌駅」目の前。日本新三大夜景の一つを望むランドマークタワーホテル,"～贅沢な安らぎの時間～2,000平米の広さを誇るリラクゼーション施設「スパ・アルパ」2種類のサウナや豊富なリラクゼーションメニュー、女性専用ラウンジも完備。お風呂上りはガウンのままリクライニング席でゆったりクールダウン。小上がり席ではお食事やアルコール、スイーツなどをお楽しみいただけます。アメニティやリネン類は全て用意され、お部屋からはスパ専用スリッパと部屋着でお越しいただけます。●ご宿泊のお客様は大人1,000円にてご利用いただけます。（スパ付プランがおすすめ）～絶景朝ごはん～ホテル最上階 地上115ｍ、スカイレストラン「Hareus～ハレアス」四季折々の北海道の美しさが広がる眺望と一緒に朝食がお楽しみいただけます。北海道の食材を生かした約70種類もの朝食ブッフェをご用意しております。～スムーズなアクセス～JR新千歳空港駅より快速エアポートで28分。JR新札幌駅から徒歩約3分。改札口が1つで分かりやすい道順です。駐車場完備。（1滞在1台1200円）北海道ボールパークFビレッジ「エスコンフィールド」へは新札幌発のシャトルバスが便利。駅前の便利さもありながら、国有林で鳥獣保護区にもなっている北海道立自然公園「野幌森林公園」や北海道の歴史に触れられる「北海道開拓の村」「北海道博物館」が近くにあり、北海道の自然を身近に感じられます。",https://www.ikyu.com/00000093/,43.04007,141.473338
那須温泉　山楽, 那須温泉　山楽 大正十二年創業。良質な湯と本格懐石で贅を味わう純和風旅館,昭和天皇が皇太子時代にご来館された伝統ある日本旅館「那須温泉　山楽」。その眺望の美しさに御用邸の場所を那須に決められたきっかけとなったお宿です。日本情緒あふれる数奇屋造りの趣きや、季節の移ろいの中でご賞味いただく会席料理の粋、そして、色鮮やかな樹間と静寂な雰囲気に包まれた大露天風呂。長年大切に守り続けてきた山楽のおもてなしの心でお客様をお迎えいたします。非日常の世界でゆったりとお寛ぎください。※那須塩原駅から送迎バスもございます。詳しくはプラン詳細をご確認下さい。,https://www.ikyu.com/00000097/,37.089067,140.007448
神戸ベイシェラトン ホテル＆タワーズ, 神戸ベイシェラトン ホテル＆タワーズ 自家源泉100％の、神戸港と六甲山を望むラグジュアリーホテル,世界の一流ブランド「シェラトン」ならではの“上質”を堪能できる、ミシュランガイド4パビリオン（最上級の快適）に選ばれたラグジュアリーホテルである神戸ベイシェラトン ホテル＆タワーズ。世界75ヵ国、400を超えるシェラトン・ホテルのスピリッツを受け継ぎ、厳選されたサービスとテイストで世界中のお客様をお迎えします。 オーセンティックであることを第一に、ヒューマンホスピタリティーの視点から発想した空間とサービスでインターナショナルホテルの名に相応しい風格と、心地よい安らぎをお客様に提供します。六甲山系の豊かな緑、溢れる陽光きらめく神戸ベイを望む海上都市・六甲アイランドで、どうぞゆったりと優雅に、世界の贅と美に満ち彩られた神戸ベイサイドのホテルライフを心ゆくまでお楽しみください。,https://www.ikyu.com/00000099/,34.689641,135.27009
リーガロイヤルホテル広島, リーガロイヤルホテル広島 高層階からは広島市街全体を一望できる、上品なシティホテル,平和記念公園・広島城などの観光地は徒歩圏内。市内中心部でビジネス利用にもアクセス抜群の好立地。高層階客室から眺める広島の絶景は、非日常空間を創り出し、癒しと寛ぎの時空(とき)をお過ごしいただけます。伝統あるリーガロイヤルホテルの洗練されたおもてなしで、快適で贅沢なホテルステイをお楽しみください。,https://www.ikyu.com/00000100/,34.397598,132.457682
ロイヤルパークホテル, ロイヤルパークホテル 水天宮前駅直結。絶好の立地と充実の設備を備えたホテル,ロイヤルパークホテル はよりパーソナルなサービスを常に心掛け、世界のエグゼクティブの方々、旅行者の方々に第一級の心地よさをご提供できますよう、みなさまをお待ちいたしております。また ロイヤルパークホテル には、さまざまな充実した施設がございます。快適性を追求した客室、宴会場。それぞれが特色ある味覚をご提供するレストラン＆バー、ビジネスをサポートするエグゼクティブフロアなど、その高い機能とサービスは必ずご満足いただけることでしょう。,https://www.ikyu.com/00000103/,35.68237,139.786686
ヒルトン東京お台場, ヒルトン東京お台場 息を呑むほどに美しい街並みと東京のランドマークを一望,東京湾のウォーターフロントに位置し、それぞれの客室に設けられたプライベートバルコニーからは、息をのむような東京の街並みのスカイラインやレインボーブリッジ、東京スカイツリー、東京タワーなどを一望することができます。ビッグサイトや品川、銀座など主要ビジネス・商業地域へのアクセスも抜群！TDRへはホテル発「グッドネイバーバス」が無料でらくらく送迎。台場駅直結で雨の日でも安心。,https://www.ikyu.com/00000104/,35.626256,139.770718
ホテル　イースト21東京　～オークラホテルズ ＆ リゾーツ～, ホテル　イースト21東京　～オークラホテルズ ＆ リゾーツ～ 都内最大級のガーデンプールを有するアーバンリゾート,オークラホテルズ ＆ リゾーツのメンバーホテルであるホテル　イースト21東京　～オークラホテルズ ＆ リゾーツ～。19世紀初頭のヨーロッパ様式のクラシカルな空間に、ホスピタリティ豊かな上質のサービス。遥かにお台場をのぞみ、近くには江戸の文化の香りもとどめて21世紀、成熟の時代の新しいホテルライフをお届け致します。,https://www.ikyu.com/00000107/,35.674659,139.814485
ホテルオークラ京都, ホテルオークラ京都 東山三十六峰の山並みを一望。和と洋が調和したホテルで安らぐ,1888年創業の歴史をもつその落ち着いたたたずまい、そしてたくさんのお客様をお迎えしてきたホスピタリティはそのままに、心地よい京都での滞在をお約束します。ヨーロッパのイメージの中に格調高い和の伝統が香るエントランスロビー。お客様とは、いつも温かい出逢いからはじまります。ホテルオークラ京都は京都市の中心に位置し、祇園・先斗町・鴨川など京の名所に大変便利な立地です。,https://www.ikyu.com/00000110/,35.011474,135.76945
ホテルメトロポリタン仙台, ホテルメトロポリタン仙台 JR仙台駅西口から徒歩1分。洗練されたホテルで上質なステイを,洗練された輝きを放つ杜の都のラグジュアリーホテル。私たちがお届けするのはひとつひとつが上質のホテルライフ。北の都・仙台にてひときわ洗練された輝きを放つラグジュアリーホテル。それはホテルメトロポリタン仙台です。贅沢なひとときを満喫できる客室、地産食材を用いた上質な味わいを堪能できるレストラン、さまざまなニーズに対応できるバンケットルームとひとつひとつがハイグレード。快適なホテルライフを心ゆくまでお楽しみください。,https://www.ikyu.com/00000114/,38.258811,140.881077
リーガロイヤルホテル, リーガロイヤルホテル 国内外の賓客にも長く愛され続ける「大阪の迎賓館」を体感,創業1935年。リーガロイヤルホテルは「大阪の迎賓館」として国内外のお客様をお迎えし、あらゆるシーンにおいて常に感動と満足をお届けする大きな役割を担ってきました。80年を越える伝統に培われたきめ細やかなおもてなしと、大阪を誰よりも知る知見を活かし、“良質な大阪の文化”に出逢える場を演出します。,https://www.ikyu.com/00000117/,34.690391,135.487237
仙台国際ホテル, 仙台国際ホテル JR仙台駅より徒歩約5分。閑静な佇まいの快適で機能的な空間,都会の雰囲気を色濃く残しながらも、どこかしら閑静な佇まい。杜の都にいだかれて優しい心がふれあいます。仙台国際ホテルは、最適のおもてなしの心で、演出させていただける舞台でありたいと思います。,https://www.ikyu.com/00000119/,38.256944,140.877725
横浜ロイヤルパークホテル, 横浜ロイヤルパークホテル 横浜ランドマークタワーの最上層部に位置するくつろぎの空間,70階建ての高層ビル「横浜ランドマークタワー」上層部を占める高級ホテル、それが横浜ロイヤルパークホテルです。横浜みなとみらい21のシンボルとして誕生したランドマークタワーはそれ自体すでに未来的一都市として機能しています。隅々まで行き届いた心遣いと贅沢な各種設備が最高のくつろぎを生み出し、横浜市や富士山などを見渡す絶好の眺めとともに、お客様の心に残るご滞在をお約束しています。その中にあって、充実した会議施設とヒューマン・タッチのおもてなしを融合させた当ホテルは、まさに“未来の都市”に相応しいワールドクラスのホテル。,https://www.ikyu.com/00000120/,35.454573,139.631623
ザ・リッツ・カールトン大阪, ザ・リッツ・カールトン大阪 全室40平米以上。近世貴族の邸宅を思わせる「第二の我が家」,大阪でもっとも賑わう梅田に位置し、JR大阪駅からも徒歩約7分のザ･リッツ･カールトン大阪は、リッツ・カールトン日本第一号として開業。伝統的なジョージアンスタイル、18世紀の貴族の邸宅を彷彿させる「第二の我が家」で、くつろぎのひと時をお過ごしください。,https://www.ikyu.com/00000129/,34.698098,135.492251
ホテルメトロポリタン, ホテルメトロポリタン 池袋駅西口より徒歩3分。ターミナル駅近接の絶好のロケーション,ホテルメトロポリタンはJR・私鉄・地下鉄が乗り入れ、どこへ行くにも便利な一大ターミナル池袋西口より歩いて3分と最高のロケーション。落ち着きのある空間と心のこもったサービスで皆様をお迎えいたします。,https://www.ikyu.com/00000131/,35.728463,139.708022
ホテルニューオータニ博多, ホテルニューオータニ博多 全室26.5平米以上。博多駅や天神からも好アクセスなホテル,ホテルニューオータニ博多は、九州・アジアの玄関口としてのび続ける140万都市――福岡を代表するホテルです。一つの街として機能し、出会いがあり、語らいがあり、安らぎがあります。ご宿泊・お食事・パーティー・ショッピングと、プラザ機能を備え、きめこまやかなサービスと心を込めたおもてなしで快適なホテルライフをお届けいたします。,https://www.ikyu.com/00000135/,33.583092,130.406304
コートヤード・マリオット 銀座東武ホテル, コートヤード・マリオット 銀座東武ホテル 銀座駅徒歩5分、上質なホテルライフを重視した都市型ホテル,気品あふれるファッション街と国際性豊かなビジネス街。この2つの顔を合わせ持つ銀座に位置する「コートヤード・マリオット 銀座東武ホテル」は、国際水準の施設と機能で、大規模なホテルでは味わえないきめ細やかなサービスで、さまざまなホテルライフにお応えします。,https://www.ikyu.com/00000136/,35.668533,139.764921
ホテル　ニドム, ホテル　ニドム 新千歳空港から車で20分。広大な自然の中で紡がれる至福のひととき,湿原に野鳥が遊び、美しい針葉樹の森に湖が点在する勇払原野。新千歳空港から車でわずか20分、いかにも北海道らしい雄大な自然の中に、ホテル　ニドムはあります。ニドムとはアイヌ語で“豊かな森”の意。敷地は実に約500万平米に及ぶ広大さで、アプローチからホテル入口までも1.5kmの距離。自然の地形を生かしたゴルフコースや、樹間、そして湖畔に建つコテージ群、威厳をたたえた2つの教会やテニスコート、プール、レストランが点在します。端正なログハウスであるコテージは全29棟。使われているログ材は、フィンランドの北極圏から切り出したポーラーパイン。繊維が密集して年輪が密なため、弾力性と耐久性に富んでおり、北欧の厳しい寒さを耐え抜いたポーラーパインは、しなやかで耐震性も抜群。コテージが建つのは静かな湖面をたたえたトムトム湖周辺。湖畔にカラマツやトドマツの針葉樹にまじって、ブナやシラカバ、モミジなどの広葉樹が茂るこの湖には、清冽な水を注ぐ渓流が瀬音を響かせ、樹間に野鳥の声が響き渡る。心休まる自然に包まれたコテージライフが、ホテル　ニドムが誇る最高のおもてなし･･･。,https://www.ikyu.com/00000140/,42.715066,141.65544
ホテルニューグランド, ホテルニューグランド 山下公園の目の前。日本を代表するクラシックホテルの一つ,1927年開業、異国文化の窓口として横浜と共に歩んできた本館は、歴史に培われた日本を代表するクラシックホテルの一つです。1991年にオープンした18階建てのタワー棟は国際都市横浜に相応した近代性を併せ持ち、正面客室からは、ベイブリッジや大桟橋など、横浜港の素晴らしい眺めが一望できます。,https://www.ikyu.com/00000145/,35.444816,139.649561
ホテルグランヴィア京都, ホテルグランヴィア京都 京都駅直結。観光にもビジネスにも抜群なロケーション,新幹線・JR・地下鉄京都駅直結で、観光やビジネスに抜群な利便性と洗練された施設を誇るホテルグランヴィア京都。「心にも体にも、そして環境にも優しいホテル」をテーマに、至福の時をお届けします。（全室インターネットアクセス無料）,https://www.ikyu.com/00000146/,34.985574,135.759604
浅草ビューホテル, 浅草ビューホテル 粋な風情が漂う浅草に立つ、伝統美とモダンが調和するホテル,浅草ならではの伝統とモダンの開花。どこよりも粋な街に、浅草ビューホテルがあります。昔ながらの美しい日本の心を今に伝える浅草。東京を代表するどこよりも粋な街として、春夏秋冬さまざまな催し物がにぎやかに行われ、活気に満ちあふれています。私たち浅草ビューホテルは、そんな粋な風情が漂う浅草らしさを大切にし、心づくしのおもてなしでお客様をお迎えしています。,https://www.ikyu.com/00000147/,35.715466,139.791943
ホテル日航大阪, ホテル日航大阪 大阪ミナミ・心斎橋駅直結、御堂筋に面するランドマーク,大阪メトロ「心斎橋駅」直結のホテル日航大阪は、梅田、新大阪、京セラドームなど、大阪の主要エリアへ乗り換えなしの抜群のアクセスです。周辺には商店街や百貨店などのショッピングスポットも充実。ビジネス・観光の拠点として、お客様のかけがえのない時間を笑顔と細やかな心づかいでおもてなしいたします。,https://www.ikyu.com/00000148/,34.674068,135.499744
京都ブライトンホテル, 京都ブライトンホテル 京都御所の西側に立つホテルで過ごす、プライベートなひととき,ちょっと東には京都御所があり、北には表千家や裏千家、武者小路千家があって千家ゆかりの楽家があります。ホテルの付近を散策すれば、昔ながらの町屋の生活や、何百年と続いている商家の営みがあります。京町家風に奥行きのあるゆったりとした客室には、オリジナルベッドや洗い場付きのバスルームがあり旅の疲れを癒してくれます。5つのレストランでは京都の厳選食材で美味しく、楽しくおもてなしいたします。,https://www.ikyu.com/00000151/,35.024326,135.755875
シェラトン・グランデ・トーキョーベイ・ホテル, シェラトン・グランデ・トーキョーベイ・ホテル 全室36平米以上。東京ディズニーリゾート(R)・オフィシャルホテル,東京ディズニーリゾート®・オフィシャルホテル都市型ホテルとしての機能をすべて満たしながら、リゾートの新しいスタイルをご満喫いただけるシェラトン・グランデ・トーキョーベイ・ホテル。アーバンリゾートホテルの名にふさわしい上質のくつろぎと、世界で700を超えるホテルネットワークの中でも、選りすぐりのサービスで、皆様を心よりお迎えいたします。,https://www.ikyu.com/00000152/,35.625973,139.877431
グランドニッコー淡路, グランドニッコー淡路 安藤忠雄氏設計。海、山、空に囲まれたアイランドリゾート,都会からわずか数十分、豊かな自然と共存する新しいかたちのリゾート。大きく取った窓を開ければ潮風がカーテンを心地よく揺らせます。3人目のお客さまにベットをご用意しても、充分くつろいでいただける広さに設計しました。花と森と暮らす淡路島のリゾートホテルならではの、最高級のくつろぎがここにあります。,https://www.ikyu.com/00000155/,34.560531,135.008743
